sura,ayah,position,word,lemma,root
4,2,1,ءَاتُ,و,أتي
4,2,2,ٱلْ,ال,
4,2,3,أَمْوَٰلَ,مال,
4,2,4,وَ,و,
4,2,5,تَتَبَدَّلُ,يَتَبَدَّلِ,بدل
4,2,6,ٱلْ,ال,
4,2,7,بِ,ب,
4,2,8,وَ,و,
4,2,9,تَأْكُلُ,أَكَلَ,أكل
4,2,10,أَمْوَٰلَ,مال,
4,2,11,إِلَىٰٓ,إِلَى,
4,2,12,أَمْوَٰلِ,مال,
4,2,13,إِنَّ,إِنّ,
4,2,14,كَانَ,كانَ,كون
4,2,15,حُوبًا,حُوب,
4,2,16,كَبِيرًا,كَبِير,
4,3,1,وَ,و,
4,3,2,خِفْ,خافَ,خوف
4,3,3,أَ,أَن,
4,3,4,تُقْسِطُ,تُقْسِطُ,قسط
4,3,5,فِى,فِي,
4,3,6,ٱلْ,ال,
4,3,7,ٱنكِحُ,ف,نكح
4,3,8,مَا,ما,
4,3,9,طَابَ,طابَ,طيب
4,3,10,لَ,ل,
4,3,11,مِّنَ,مِن,
4,3,12,ٱل,ال,
4,3,13,مَثْنَىٰ,مَثْنَى,
4,3,14,وَ,و,
4,3,15,وَ,و,
4,3,16,فَ,ف,
4,3,17,خِفْ,خافَ,خوف
4,3,18,أَ,أَن,
4,3,19,تَعْدِلُ,عَدَلَ,عدل
4,3,20,فَ,ف,
4,3,21,أَوْ,أَو,
4,3,22,مَا,ما,
4,3,23,مَلَكَتْ,مَلَكَتْ,ملك
4,3,24,أَيْمَٰنُ,يَمِين,
4,3,25,ذَٰ,ذا,
4,3,26,أَدْنَىٰٓ,أَدْنَى,
4,3,27,أَ,أَن,
4,3,28,تَعُولُ,تَعُولُ,عول
4,4,1,ءَاتُ,و,أتي
4,4,2,ٱل,ال,
4,4,3,صَدُقَٰتِ,صَدُقَة,
4,4,4,نِحْلَةً,نِحْلَة,
4,4,5,فَ,ف,
4,4,6,طِبْ,طابَ,طيب
4,4,7,لَ,ل,
4,4,8,عَن,عَن,
4,4,9,شَىْءٍ,شَىْء,
4,4,10,مِّنْ,مِن,
4,4,11,نَفْسًا,نَفْس,
4,4,12,كُلُ,ف,أكل
4,4,13,هَنِيٓـًٔا,هَنِيئ,
4,4,14,مَّرِيٓـًٔا,مَرِيئ,
4,5,1,وَ,و,
4,5,2,تُؤْتُ,آتَى,أتي
4,5,3,ٱل,ال,
4,5,4,أَمْوَٰلَ,مال,
4,5,5,ٱلَّتِى,الَّذِي,
4,5,6,جَعَلَ,جَعَلَ,جعل
4,5,7,ٱللَّهُ,اللَّه,أله
4,5,8,لَ,ل,
4,5,9,قِيَٰمًا,قائِم,قوم
4,5,10,ٱرْزُقُ,و,رزق
4,5,11,فِي,فِي,
4,5,12,ٱكْسُ,و,كسو
4,5,13,قُولُ,و,قول
4,5,14,لَ,ل,
4,5,15,قَوْلًا,قَوْل,قول
4,5,16,مَّعْرُوفًا,مَعْرُوف,عرف
4,6,1,ٱبْتَلُ,و,بلو
4,6,2,ٱلْ,ال,
4,6,3,حَتَّىٰٓ,حَتَّى,
4,6,4,إِذَا,إِذا,
4,6,5,بَلَغُ,بَلَغَ,بلغ
4,6,6,ٱل,ال,
4,6,7,فَ,ف,
4,6,8,ءَانَسْ,آنَسَ,أنس
4,6,9,مِّنْ,مِن,
4,6,10,رُشْدًا,رُشْد,
4,6,11,ٱدْفَعُ,ف,دفع
4,6,12,إِلَيْ,إِلَى,
4,6,13,أَمْوَٰلَ,مال,
4,6,14,وَ,و,
4,6,15,تَأْكُلُ,أَكَلَ,أكل
4,6,16,إِسْرَافًا,إِسْراف,سرف
4,6,17,بِدَارًا,و,بدر
4,6,18,أَن,أَن,
4,6,19,يَكْبَرُ,كَبُرَ,كبر
4,6,20,وَ,و,
4,6,21,كَانَ,كانَ,كون
4,6,22,غَنِيًّا,غَنِيّ,
4,6,23,يَسْتَعْفِفْ,ف,عفف
4,6,24,وَ,و,
4,6,25,كَانَ,كانَ,كون
4,6,26,فَقِيرًا,فَقِير,
4,6,27,يَأْكُلْ,ف,أكل
4,6,28,مَعْرُوفِ,ب,عرف
4,6,29,فَ,ف,
4,6,30,دَفَعْ,دَفَعْ,دفع
4,6,31,إِلَيْ,إِلَى,
4,6,32,أَمْوَٰلَ,مال,
4,6,33,أَشْهِدُ,ف,شهد
4,6,34,عَلَيْ,عَلَى,
4,6,35,كَفَىٰ,و,كفي
4,6,36,ٱللَّهِ,ب,أله
4,6,37,حَسِيبًا,حَسِيب,
4,7,1,لِّ,ل,
4,7,2,نَصِيبٌ,نَصِيب,
4,7,3,مِّ,مِن,
4,7,4,تَرَكَ,تَرَكَ,ترك
4,7,5,ٱلْ,ال,
4,7,6,وَ,و,
4,7,7,وَ,و,
4,7,8,نَصِيبٌ,نَصِيب,
4,7,9,مِّ,مِن,
4,7,10,تَرَكَ,تَرَكَ,ترك
4,7,11,ٱلْ,ال,
4,7,12,وَ,و,
4,7,13,مِ,مِن,
4,7,14,قَلَّ,قَلَّ,قلل
4,7,15,مِنْ,مِن,
4,7,16,أَوْ,أَو,
4,7,17,كَثُرَ,كَثُرَ,كثر
4,7,18,نَصِيبًا,نَصِيب,
4,7,19,مَّفْرُوضًا,مَفْرُوض,فرض
4,8,1,وَ,و,
4,8,2,حَضَرَ,حَضَرَ,حضر
4,8,3,ٱلْ,ال,
4,8,4,أُو۟لُوا۟,,
4,8,5,ٱلْ,ال,
4,8,6,وَ,و,
4,8,7,وَ,و,
4,8,8,ٱرْزُقُ,ف,رزق
4,8,9,مِّنْ,مِن,
4,8,10,قُولُ,و,قول
4,8,11,لَ,ل,
4,8,12,قَوْلًا,قَوْل,قول
4,8,13,مَّعْرُوفًا,مَعْرُوف,عرف
4,9,1,يَخْشَ,و,خشي
4,9,2,ٱلَّذِينَ,الَّذِي,
4,9,3,لَوْ,لَو,
4,9,4,تَرَكُ,تَرَكَ,ترك
4,9,5,مِنْ,مِن,
4,9,6,خَلْفِ,خَلْف,
4,9,7,ذُرِّيَّةً,ذُرِّيَّة,
4,9,8,ضِعَٰفًا,ضِعاف,ضعف
4,9,9,خَافُ,خافَ,خوف
4,9,10,عَلَيْ,عَلَى,
4,9,11,يَتَّقُ,ف,وقي
4,9,12,ٱللَّهَ,اللَّه,أله
4,9,13,يَقُولُ,و,قول
4,9,14,قَوْلًا,قَوْل,قول
4,9,15,سَدِيدًا,سَدِيد,
4,10,1,إِنَّ,إِنّ,
4,10,2,ٱلَّذِينَ,الَّذِي,
4,10,3,يَأْكُلُ,أَكَلَ,أكل
4,10,4,أَمْوَٰلَ,مال,
4,10,5,ٱلْ,ال,
4,10,6,ظُلْمًا,ظُلْم,
4,10,7,إِنَّ,إِنّ,
4,10,8,يَأْكُلُ,أَكَلَ,أكل
4,10,9,فِى,فِي,
4,10,10,بُطُونِ,بَطْن,
4,10,11,نَارًا,نار,
4,10,12,يَصْلَ,و,صلي
4,10,13,سَعِيرًا,سَعِير,
4,11,1,يُوصِي,أَوْصا,وصي
4,11,2,ٱللَّهُ,اللَّه,أله
4,11,3,فِىٓ,فِي,
4,11,4,أَوْلَٰدِ,وَلَد,
4,11,5,لِ,ل,
4,11,6,مِثْلُ,مِثْل,
4,11,7,حَظِّ,حَظّ,
4,11,8,ٱلْ,ال,
4,11,9,فَ,ف,
4,11,10,كُ,كانَ,كون
4,11,11,نِسَآءً,نِساء,
4,11,12,فَوْقَ,فَوْق,فوق
4,11,13,ٱثْنَتَيْنِ,اثْنَتَيْن,
4,11,14,فَ,ف,
4,11,15,ثُلُثَا,ثُلُث,
4,11,16,مَا,ما,
4,11,17,تَرَكَ,تَرَكَ,ترك
4,11,18,وَ,و,
4,11,19,كَانَتْ,كانَ,كون
4,11,20,وَٰحِدَةً,واحِدَة,
4,11,21,فَ,ف,
4,11,22,ٱل,ال,
4,11,23,وَ,و,
4,11,24,لِ,ل,
4,11,25,وَٰحِدٍ,واحِد,
4,11,26,مِّنْ,مِن,
4,11,27,ٱل,ال,
4,11,28,مِ,مِن,
4,11,29,تَرَكَ,تَرَكَ,ترك
4,11,30,إِن,إِن,
4,11,31,كَانَ,كانَ,كون
4,11,32,لَ,ل,
4,11,33,وَلَدٌ,وَلَد,
4,11,34,فَ,ف,
4,11,35,لَّمْ,لَم,
4,11,36,يَكُن,كانَ,كون
4,11,37,لَّ,ل,
4,11,38,وَلَدٌ,وَلَد,
4,11,39,وَرِثَ,و,ورث
4,11,40,أَبَوَا,أَبَوان,
4,11,41,فَ,ف,
4,11,42,ٱل,ال,
4,11,43,فَ,ف,
4,11,44,كَانَ,كانَ,كون
4,11,45,لَ,ل,
4,11,46,إِخْوَةٌ,إِخْوَة,
4,11,47,فَ,ف,
4,11,48,ٱل,ال,
4,11,49,مِنۢ,مِن,
4,11,50,بَعْدِ,بَعْد,
4,11,51,وَصِيَّةٍ,وَصِيَّة,
4,11,52,يُوصِى,أَوْصا,وصي
4,11,53,بِ,ب,
4,11,54,أَوْ,أَو,
4,11,55,دَيْنٍ,دَيْن,
4,11,56,ءَابَآؤُ,آباء,
4,11,57,وَ,و,
4,11,58,لَا,لا,
4,11,59,تَدْرُ,تَدْرِي,دري
4,11,60,أَيُّ,أَيّ,أيي
4,11,61,أَقْرَبُ,أَقْرَب,
4,11,62,لَ,ل,
4,11,63,نَفْعًا,نَفْع,
4,11,64,فَرِيضَةً,فَرِيضَة,
4,11,65,مِّنَ,مِن,
4,11,66,ٱللَّهِ,اللَّه,أله
4,11,67,إِنَّ,إِنّ,
4,11,68,ٱللَّهَ,اللَّه,أله
4,11,69,كَانَ,كانَ,كون
4,11,70,عَلِيمًا,عَلِيم,
4,11,71,حَكِيمًا,حَكِيم,
4,12,1,وَ,و,
4,12,2,نِصْفُ,نِصْف,
4,12,3,مَا,ما,
4,12,4,تَرَكَ,تَرَكَ,ترك
4,12,5,أَزْوَٰجُ,زَوْج,
4,12,6,إِن,إِن,
4,12,7,لَّمْ,لَم,
4,12,8,يَكُن,كانَ,كون
4,12,9,لَّ,ل,
4,12,10,وَلَدٌ,وَلَد,
4,12,11,فَ,ف,
4,12,12,كَانَ,كانَ,كون
4,12,13,لَ,ل,
4,12,14,وَلَدٌ,وَلَد,
4,12,15,فَ,ف,
4,12,16,ٱل,ال,
4,12,17,مِ,مِن,
4,12,18,تَرَكْ,تَرَكَ,ترك
4,12,19,مِنۢ,مِن,
4,12,20,بَعْدِ,بَعْد,
4,12,21,وَصِيَّةٍ,وَصِيَّة,
4,12,22,يُوصِي,يُوصِي,وصي
4,12,23,بِ,ب,
4,12,24,أَوْ,أَو,
4,12,25,دَيْنٍ,دَيْن,
4,12,26,وَ,و,
4,12,27,ٱل,ال,
4,12,28,مِ,مِن,
4,12,29,تَرَكْ,تَرَكَ,ترك
4,12,30,إِن,إِن,
4,12,31,لَّمْ,لَم,
4,12,32,يَكُن,كانَ,كون
4,12,33,لَّ,ل,
4,12,34,وَلَدٌ,وَلَد,
4,12,35,فَ,ف,
4,12,36,كَانَ,كانَ,كون
4,12,37,لَ,ل,
4,12,38,وَلَدٌ,وَلَد,
4,12,39,فَ,ف,
4,12,40,ٱل,ال,
4,12,41,مِ,مِن,
4,12,42,تَرَكْ,تَرَكَ,ترك
4,12,43,مِّنۢ,مِن,
4,12,44,بَعْدِ,بَعْد,
4,12,45,وَصِيَّةٍ,وَصِيَّة,
4,12,46,تُوصُ,أَوْصا,وصي
4,12,47,بِ,ب,
4,12,48,أَوْ,أَو,
4,12,49,دَيْنٍ,دَيْن,
4,12,50,وَ,و,
4,12,51,كَانَ,كانَ,كون
4,12,52,رَجُلٌ,رَجُل,
4,12,53,يُورَثُ,وَرِثَ,ورث
4,12,54,كَلَٰلَةً,كَلالَة,
4,12,55,أَوِ,أَو,
4,12,56,ٱمْرَأَةٌ,امْرَأَت,
4,12,57,وَ,و,
4,12,58,أَخٌ,أَخ,
4,12,59,أَوْ,أَو,
4,12,60,أُخْتٌ,أُخْت,
4,12,61,فَ,ف,
4,12,62,وَٰحِدٍ,واحِد,
4,12,63,مِّنْ,مِن,
4,12,64,ٱل,ال,
4,12,65,فَ,ف,
4,12,66,كَانُ,كانَ,كون
4,12,67,أَكْثَرَ,أَكْثَر,
4,12,68,مِن,مِن,
4,12,69,ذَٰ,ذا,
4,12,70,فَ,ف,
4,12,71,شُرَكَآءُ,شَرِيك,
4,12,72,فِى,فِي,
4,12,73,ٱل,ال,
4,12,74,مِنۢ,مِن,
4,12,75,بَعْدِ,بَعْد,
4,12,76,وَصِيَّةٍ,وَصِيَّة,
4,12,77,يُوصَىٰ,أَوْصا,وصي
4,12,78,بِ,ب,
4,12,79,أَوْ,أَو,
4,12,80,دَيْنٍ,دَيْن,
4,12,81,غَيْرَ,غَيْر,
4,12,82,مُضَآرٍّ,مُضارّ,ضرر
4,12,83,وَصِيَّةً,وَصِيَّة,
4,12,84,مِّنَ,مِن,
4,12,85,ٱللَّهِ,اللَّه,أله
4,12,86,ٱللَّهُ,و,أله
4,12,87,عَلِيمٌ,عَلِيم,
4,12,88,حَلِيمٌ,حَلِيم,
4,13,1,تِ,ذا,
4,13,2,حُدُودُ,حُدُود,
4,13,3,ٱللَّهِ,اللَّه,أله
4,13,4,وَ,و,
4,13,5,يُطِعِ,أَطاعَ,طوع
4,13,6,ٱللَّهَ,اللَّه,أله
4,13,7,وَ,و,
4,13,8,يُدْخِلْ,أُدْخِلَ,دخل
4,13,9,جَنَّٰتٍ,جَنَّة,
4,13,10,تَجْرِى,جَرَيْ,جري
4,13,11,مِن,مِن,
4,13,12,تَحْتِ,تَحْت,
4,13,13,ٱلْ,ال,
4,13,14,خَٰلِدِينَ,خالِد,خلد
4,13,15,فِي,فِي,
4,13,16,وَ,و,
4,13,17,ٱلْ,ال,
4,13,18,ٱلْ,ال,
4,14,1,وَ,و,
4,14,2,يَعْصِ,عَصا,عصي
4,14,3,ٱللَّهَ,اللَّه,أله
4,14,4,وَ,و,
4,14,5,يَتَعَدَّ,و,عدو
4,14,6,حُدُودَ,حُدُود,
4,14,7,يُدْخِلْ,أُدْخِلَ,دخل
4,14,8,نَارًا,نار,
4,14,9,خَٰلِدًا,خالِد,خلد
4,14,10,فِي,فِي,
4,14,11,وَ,و,
4,14,12,عَذَابٌ,عَذاب,
4,14,13,مُّهِينٌ,مُهِين,هون
4,15,1,وَ,و,
4,15,2,يَأْتِي,أَتَى,أتي
4,15,3,ٱلْ,ال,
4,15,4,مِن,مِن,
4,15,5,نِّسَآئِ,نِساء,
4,15,6,ٱسْتَشْهِدُ,ف,شهد
4,15,7,عَلَيْ,عَلَى,
4,15,8,أَرْبَعَةً,أَرْبَعَة,
4,15,9,مِّن,مِن,
4,15,10,فَ,ف,
4,15,11,شَهِدُ,شَهِدَ,شهد
4,15,12,أَمْسِكُ,ف,مسك
4,15,13,فِى,فِي,
4,15,14,ٱلْ,ال,
4,15,15,حَتَّىٰ,حَتَّى,
4,15,16,يَتَوَفَّىٰ,تَوَفَّى,وفي
4,15,17,ٱلْ,ال,
4,15,18,أَوْ,أَو,
4,15,19,يَجْعَلَ,جَعَلَ,جعل
4,15,20,ٱللَّهُ,اللَّه,أله
4,15,21,لَ,ل,
4,15,22,سَبِيلًا,سَبِيل,
4,16,1,وَ,و,
4,16,2,يَأْتِيَ,أَتَى,أتي
4,16,3,مِن,مِن,
4,16,4,ـَٔاذُ,ف,أذي
4,16,5,فَ,ف,
4,16,6,تَابَ,تابَ,توب
4,16,7,أَصْلَحَ,و,صلح
4,16,8,أَعْرِضُ,ف,عرض
4,16,9,عَنْ,عَن,
4,16,10,إِنَّ,إِنّ,
4,16,11,ٱللَّهَ,اللَّه,أله
4,16,12,كَانَ,كانَ,كون
4,16,13,تَوَّابًا,تَوّاب,توب
4,16,14,رَّحِيمًا,رَحِيم,
4,17,1,إِنَّ,إِنّ,
4,17,2,ٱل,ال,
4,17,3,عَلَى,عَلَى,
4,17,4,ٱللَّهِ,اللَّه,أله
4,17,5,لِ,ل,
4,17,6,يَعْمَلُ,عَمِلَ,عمل
4,17,7,ٱل,ال,
4,17,8,بِ,ب,
4,17,9,ثُمَّ,ثُمّ,
4,17,10,يَتُوبُ,تابَ,توب
4,17,11,مِن,مِن,
4,17,12,قَرِيبٍ,قَرِيب,
4,17,13,فَ,ف,
4,17,14,يَتُوبُ,تابَ,توب
4,17,15,ٱللَّهُ,اللَّه,أله
4,17,16,عَلَيْ,عَلَى,
4,17,17,كَانَ,و,كون
4,17,18,ٱللَّهُ,اللَّه,أله
4,17,19,عَلِيمًا,عَلِيم,
4,17,20,حَكِيمًا,حَكِيم,
4,18,1,لَيْسَتِ,و,ليس
4,18,2,ٱل,ال,
4,18,3,لِ,ل,
4,18,4,يَعْمَلُ,عَمِلَ,عمل
4,18,5,ٱل,ال,
4,18,6,حَتَّىٰٓ,حَتَّى,
4,18,7,إِذَا,إِذا,
4,18,8,حَضَرَ,حَضَرَ,حضر
4,18,9,أَحَدَ,أَحَد,
4,18,10,ٱلْ,ال,
4,18,11,قَالَ,قالَ,قول
4,18,12,إِنِّ,إِنّ,
4,18,13,تُبْ,تابَ,توب
4,18,14,ـَٰٔنَ,ال,أون
4,18,15,وَ,و,
4,18,16,ٱلَّذِينَ,الَّذِي,
4,18,17,يَمُوتُ,ماتَ,موت
4,18,18,وَ,و,
4,18,19,كُفَّارٌ,كافِر,
4,18,20,أُو۟لَٰٓئِ,ذا,
4,18,21,أَعْتَدْ,أَعْتَدَتْ,عتد
4,18,22,لَ,ل,
4,18,23,عَذَابًا,عَذاب,
4,18,24,أَلِيمًا,أَلِيم,
4,19,1,يَٰٓ,ي,
4,19,2,ٱلَّذِينَ,الَّذِي,
4,19,3,ءَامَنُ,آمَنَ,أمن
4,19,4,لَا,لا,
4,19,5,يَحِلُّ,حَلَلْ,حلل
4,19,6,لَ,ل,
4,19,7,أَن,أَن,
4,19,8,تَرِثُ,وَرِثَ,ورث
4,19,9,ٱل,ال,
4,19,10,كَرْهًا,كَرْه,
4,19,11,وَ,و,
4,19,12,تَعْضُلُ,تَعْضُلُ,عضل
4,19,13,تَذْهَبُ,ل,ذهب
4,19,14,بِ,ب,
4,19,15,مَآ,ما,
4,19,16,ءَاتَيْ,آتَى,أتي
4,19,17,إِلَّآ,إِلّا,
4,19,18,أَن,أَن,
4,19,19,يَأْتِي,أَتَى,أتي
4,19,20,بِ,ب,
4,19,21,مُّبَيِّنَةٍ,مُبَيِّنَة,بين
4,19,22,عَاشِرُ,و,عشر
4,19,23,مَعْرُوفِ,ب,عرف
4,19,24,فَ,ف,
4,19,25,كَرِهْ,كَرِهَ,كره
4,19,26,عَسَىٰٓ,ف,عسي
4,19,27,أَن,أَن,
4,19,28,تَكْرَهُ,كَرِهَ,كره
4,19,29,شَيْـًٔا,شَىْء,
4,19,30,يَجْعَلَ,و,جعل
4,19,31,ٱللَّهُ,اللَّه,أله
4,19,32,فِي,فِي,
4,19,33,خَيْرًا,خَيْر,
4,19,34,كَثِيرًا,كَثِير,
4,20,1,وَ,و,
4,20,2,أَرَد,أَرادَ,رود
4,20,3,ٱسْتِبْدَالَ,اسْتِبْدال,بدل
4,20,4,زَوْجٍ,زَوْج,
4,20,5,مَّكَانَ,مَكان,
4,20,6,زَوْجٍ,زَوْج,
4,20,7,ءَاتَيْ,و,أتي
4,20,8,إِحْدَىٰ,إِحْدَى,
4,20,9,قِنطَارًا,قِنطار,
4,20,10,فَ,ف,
4,20,11,تَأْخُذُ,أَخَذَ,أخذ
4,20,12,مِنْ,مِن,
4,20,13,شَيْـًٔا,شَىْء,
4,20,14,تَأْخُذُ,أ,أخذ
4,20,15,بُهْتَٰنًا,بُهْتان,
4,20,16,وَ,و,
4,20,17,مُّبِينًا,مُبِين,بين
4,21,1,كَيْفَ,و,كيف
4,21,2,تَأْخُذُ,أَخَذَ,أخذ
4,21,3,وَ,و,
4,21,4,أَفْضَىٰ,أَفْضَى,فضو
4,21,5,بَعْضُ,بَعْض,
4,21,6,إِلَىٰ,إِلَى,
4,21,7,بَعْضٍ,بَعْض,
4,21,8,أَخَذْ,و,أخذ
4,21,9,مِن,مِن,
4,21,10,مِّيثَٰقًا,مِيثاق,
4,21,11,غَلِيظًا,غَلِيظ,
4,22,1,وَ,و,
4,22,2,تَنكِحُ,نَكَحَ,نكح
4,22,3,مَا,ما,
4,22,4,نَكَحَ,نَكَحَ,نكح
4,22,5,ءَابَآؤُ,آباء,
4,22,6,مِّنَ,مِن,
4,22,7,ٱل,ال,
4,22,8,إِلَّا,إِلّا,
4,22,9,مَا,ما,
4,22,10,قَدْ,قَد,
4,22,11,سَلَفَ,سَلَفَ,سلف
4,22,12,إِنَّ,إِنّ,
4,22,13,كَانَ,كانَ,كون
4,22,14,فَٰحِشَةً,فاحِشَة,
4,22,15,وَ,و,
4,22,16,سَآءَ,و,سوأ
4,22,17,سَبِيلًا,سَبِيل,
4,23,1,حُرِّمَتْ,حَرَّمَ,حرم
4,23,2,عَلَيْ,عَلَى,
4,23,3,أُمَّهَٰتُ,أُمّ,
4,23,4,وَ,و,
4,23,5,وَ,و,
4,23,6,وَ,و,
4,23,7,وَ,و,
4,23,8,وَ,و,
4,23,9,ٱلْ,ال,
4,23,10,وَ,و,
4,23,11,ٱلْ,ال,
4,23,12,وَ,و,
4,23,13,ٱلَّٰتِىٓ,الَّذِي,
4,23,14,أَرْضَعْ,أَرْضَعَتْ,رضع
4,23,15,وَ,و,
4,23,16,مِّنَ,مِن,
4,23,17,ٱل,ال,
4,23,18,وَ,و,
4,23,19,نِسَآئِ,نِساء,
4,23,20,وَ,و,
4,23,21,ٱلَّٰتِى,الَّذِي,
4,23,22,فِى,فِي,
4,23,23,حُجُورِ,حُجُور,
4,23,24,مِّن,مِن,
4,23,25,نِّسَآئِ,نِساء,
4,23,26,ٱلَّٰتِى,الَّذِي,
4,23,27,دَخَلْ,دَخَلَ,دخل
4,23,28,بِ,ب,
4,23,29,فَ,ف,
4,23,30,لَّمْ,لَم,
4,23,31,تَكُونُ,كانَ,كون
4,23,32,دَخَلْ,دَخَلَ,دخل
4,23,33,بِ,ب,
4,23,34,فَ,ف,
4,23,35,جُنَاحَ,جُناح,
4,23,36,عَلَيْ,عَلَى,
4,23,37,وَ,و,
4,23,38,أَبْنَآئِ,ابْن,
4,23,39,ٱلَّذِينَ,الَّذِي,
4,23,40,مِنْ,مِن,
4,23,41,أَصْلَٰبِ,صُلْب,
4,23,42,وَ,و,
4,23,43,تَجْمَعُ,جَمَعَ,جمع
4,23,44,بَيْنَ,بَيْن,بين
4,23,45,ٱلْ,ال,
4,23,46,إِلَّا,إِلّا,
4,23,47,مَا,ما,
4,23,48,قَدْ,قَد,
4,23,49,سَلَفَ,سَلَفَ,سلف
4,23,50,إِنَّ,إِنّ,
4,23,51,ٱللَّهَ,اللَّه,أله
4,23,52,كَانَ,كانَ,كون
4,23,53,غَفُورًا,غَفُور,
4,23,54,رَّحِيمًا,رَحِيم,
4,24,1,مُحْصَنَٰتُ,و,حصن
4,24,2,مِنَ,مِن,
4,24,3,ٱل,ال,
4,24,4,إِلَّا,إِلّا,
4,24,5,مَا,ما,
4,24,6,مَلَكَتْ,مَلَكَتْ,ملك
4,24,7,أَيْمَٰنُ,يَمِين,
4,24,8,كِتَٰبَ,كِتاب,
4,24,9,ٱللَّهِ,اللَّه,أله
4,24,10,عَلَيْ,عَلَى,
4,24,11,أُحِلَّ,و,حلل
4,24,12,لَ,ل,
4,24,13,مَّا,ما,
4,24,14,وَرَآءَ,وَراء,وري
4,24,15,ذَٰ,ذا,
4,24,16,أَن,أَن,
4,24,17,تَبْتَغُ,ابْتَغَى,بغي
4,24,18,بِ,ب,
4,24,19,مُّحْصِنِينَ,مُحْصِن,حصن
4,24,20,غَيْرَ,غَيْر,
4,24,21,مُسَٰفِحِينَ,مُسافِح,سفح
4,24,22,فَ,ف,
4,24,23,ٱسْتَمْتَعْ,اسْتَمْتَعَ,متع
4,24,24,بِ,ب,
4,24,25,مِنْ,مِن,
4,24,26,ـَٔاتُ,ف,أتي
4,24,27,أُجُورَ,أَجْر,
4,24,28,فَرِيضَةً,فَرِيضَة,
4,24,29,وَ,و,
4,24,30,جُنَاحَ,جُناح,
4,24,31,عَلَيْ,عَلَى,
4,24,32,فِي,فِي,
4,24,33,تَرَٰضَيْ,تَراضَ,رضو
4,24,34,بِ,ب,
4,24,35,مِنۢ,مِن,
4,24,36,بَعْدِ,بَعْد,
4,24,37,ٱلْ,ال,
4,24,38,إِنَّ,إِنّ,
4,24,39,ٱللَّهَ,اللَّه,أله
4,24,40,كَانَ,كانَ,كون
4,24,41,عَلِيمًا,عَلِيم,
4,24,42,حَكِيمًا,حَكِيم,
4,25,1,وَ,و,
4,25,2,لَّمْ,لَم,
4,25,3,يَسْتَطِعْ,اسْتَطاعَ,طوع
4,25,4,مِن,مِن,
4,25,5,طَوْلًا,طَوْل,
4,25,6,أَن,أَن,
4,25,7,يَنكِحَ,نَكَحَ,نكح
4,25,8,مُحْصَنَٰتِ,ال,حصن
4,25,9,مُؤْمِنَٰتِ,ال,أمن
4,25,10,فَ,ف,
4,25,11,مَّا,ما,
4,25,12,مَلَكَتْ,مَلَكَتْ,ملك
4,25,13,أَيْمَٰنُ,يَمِين,
4,25,14,مِّن,مِن,
4,25,15,فَتَيَٰتِ,فَتاة,
4,25,16,مُؤْمِنَٰتِ,ال,أمن
4,25,17,ٱللَّهُ,و,أله
4,25,18,أَعْلَمُ,أَعْلَم,
4,25,19,إِيمَٰنِ,ب,أمن
4,25,20,بَعْضُ,بَعْض,
4,25,21,مِّنۢ,مِن,
4,25,22,بَعْضٍ,بَعْض,
4,25,23,ٱنكِحُ,ف,نكح
4,25,24,بِ,ب,
4,25,25,أَهْلِ,أَهْل,
4,25,26,ءَاتُ,و,أتي
4,25,27,أُجُورَ,أَجْر,
4,25,28,مَعْرُوفِ,ب,عرف
4,25,29,مُحْصَنَٰتٍ,مُحْصَنَة,حصن
4,25,30,غَيْرَ,غَيْر,
4,25,31,مُسَٰفِحَٰتٍ,مُسافِحَة,سفح
4,25,32,وَ,و,
4,25,33,مُتَّخِذَٰتِ,مُتَّخِذ,أخذ
4,25,34,أَخْدَانٍ,أَخْدان,
4,25,35,فَ,ف,
4,25,36,أُحْصِ,أَحْصَنَتْ,حصن
4,25,37,فَ,ف,
4,25,38,أَتَيْ,أَتَى,أتي
4,25,39,بِ,ب,
4,25,40,فَ,ف,
4,25,41,نِصْفُ,نِصْف,
4,25,42,مَا,ما,
4,25,43,عَلَى,عَلَى,
4,25,44,مُحْصَنَٰتِ,ال,حصن
4,25,45,مِنَ,مِن,
4,25,46,ٱلْ,ال,
4,25,47,ذَٰ,ذا,
4,25,48,لِ,ل,
4,25,49,خَشِىَ,خَشِيَ,خشي
4,25,50,ٱلْ,ال,
4,25,51,مِن,مِن,
4,25,52,وَ,و,
4,25,53,تَصْبِرُ,صَبَرَ,صبر
4,25,54,خَيْرٌ,خَيْر,
4,25,55,لَّ,ل,
4,25,56,ٱللَّهُ,و,أله
4,25,57,غَفُورٌ,غَفُور,
4,25,58,رَّحِيمٌ,رَحِيم,
4,26,1,يُرِيدُ,أَرادَ,رود
4,26,2,ٱللَّهُ,اللَّه,أله
4,26,3,يُبَيِّنَ,ل,بين
4,26,4,لَ,ل,
4,26,5,يَهْدِيَ,و,هدي
4,26,6,سُنَنَ,سُنَّة,
4,26,7,ٱلَّذِينَ,الَّذِي,
4,26,8,مِن,مِن,
4,26,9,قَبْلِ,قَبْل,
4,26,10,يَتُوبَ,و,توب
4,26,11,عَلَيْ,عَلَى,
4,26,12,ٱللَّهُ,و,أله
4,26,13,عَلِيمٌ,عَلِيم,
4,26,14,حَكِيمٌ,حَكِيم,
